Callithrix_jacchus	Callithrix_jacchus	100.000	276	0	0	1	276	1	276	0.0	561
Callithrix_jacchus	Pan_troglodytes	83.150	273	46	0	1	273	1	273	4.10e-163	445
Callithrix_jacchus	Homo_sapiens	83.516	273	45	0	1	273	1	273	6.50e-163	445
Callithrix_jacchus	Nomascus_leucogenys	82.051	273	49	0	1	273	1	273	1.06e-159	437
Callithrix_jacchus	Piliocolobus_tephrosceles	81.522	276	49	2	1	276	1	274	1.11e-157	431
Callithrix_jacchus	Ursus_maritimus	58.633	278	107	5	1	273	1	275	2.21e-103	294
Callithrix_jacchus	Equus_caballus	58.484	277	108	3	1	273	1	274	2.96e-97	278
Callithrix_jacchus	Mustela_putorius	55.235	277	119	3	1	273	1	276	1.01e-96	277
Callithrix_jacchus	Otolemur_garnettii	54.513	277	108	4	1	276	1	260	1.72e-94	271
Callithrix_jacchus	Vulpes_vulpes	56.981	265	109	3	1	261	1	264	4.97e-94	270
Callithrix_jacchus	Panthera_tigris	55.755	278	116	5	1	273	1	276	2.02e-92	266
Callithrix_jacchus	Marmota_marmota	54.580	262	114	3	1	262	1	257	5.94e-84	244
Callithrix_jacchus	Bos_taurus	52.434	267	121	4	1	261	1	267	1.12e-78	231
Callithrix_jacchus	Castor_canadensis	51.838	272	113	8	1	270	1	256	9.56e-68	203
Callithrix_jacchus	Mus_musculus	37.455	275	127	10	1	273	1	232	7.70e-32	109
Callithrix_jacchus	Chrysemys_picta	27.632	76	38	3	192	256	568	637	0.013	27.3
Callithrix_jacchus	Chrysemys_picta	71.429	7	2	0	197	203	260	266	12	17.7
Callithrix_jacchus	Chrysemys_picta	26.531	49	31	1	122	165	218	266	37	16.2
Callithrix_jacchus	Chrysemys_picta	32.432	37	18	2	67	98	136	170	61	15.4
Callithrix_jacchus	Terrapene_carolina	25.781	128	66	7	129	238	441	557	0.20	23.5
Callithrix_jacchus	Chelonia_mydas	25.781	128	66	7	129	238	482	598	0.23	23.1
Callithrix_jacchus	Chelonia_mydas	57.143	7	3	0	197	203	260	266	41	16.2
Callithrix_jacchus	Chelonia_mydas	24.490	49	32	1	122	165	218	266	74	15.0
Callithrix_jacchus	Oreochromis_niloticus	45.455	22	11	1	150	171	25	45	1.1	20.8
Callithrix_jacchus	Oreochromis_niloticus	30.000	40	27	1	145	184	1	39	9.0	18.1
Callithrix_jacchus	Pelodiscus_sinensis	27.660	47	33	1	1	46	373	419	1.3	20.8
Callithrix_jacchus	Pelodiscus_sinensis	41.667	12	7	0	92	103	94	105	13	17.7
Callithrix_jacchus	Pelodiscus_sinensis	30.612	49	30	1	226	270	29	77	16	17.3
Callithrix_jacchus	Haplochromis_burtoni	40.909	22	12	1	150	171	25	45	5.8	18.5
Callithrix_jacchus	Maylandia_zebra	40.909	22	12	1	150	171	25	45	6.1	18.5
Callithrix_jacchus	Pundamilia_nyererei	40.909	22	12	1	150	171	25	45	6.1	18.5
Callithrix_jacchus	Alligator_sinensis	33.333	33	18	1	91	119	473	505	6.8	18.5
Callithrix_jacchus	Rhinatrema_bivittatum	40.741	27	15	1	62	88	30	55	9.1	18.1
Callithrix_jacchus	Aquila_chrysaetos	41.176	17	10	0	159	175	99	115	16	16.9
Callithrix_jacchus	Aquila_chrysaetos	42.857	14	8	0	37	50	40	53	42	15.8
Callithrix_jacchus	Apteryx_rowi	31.250	32	20	1	58	89	2	31	16	16.9
Callithrix_jacchus	Crocodylus_porosus	27.451	51	31	2	91	136	207	256	19	16.9
Callithrix_jacchus	Crocodylus_porosus	29.114	79	43	5	167	239	150	221	25	16.5
Callithrix_jacchus	Latimeria_chalumnae	42.857	21	12	0	1	21	1	21	21	16.9
Callithrix_jacchus	Latimeria_chalumnae	45.455	11	6	0	46	56	201	211	34	16.2
Callithrix_jacchus	Fundulus_heteroclitus	54.545	11	5	0	109	119	103	113	33	16.2
Callithrix_jacchus	Fundulus_heteroclitus	26.087	46	28	1	165	204	31	76	76	15.0
Callithrix_jacchus	Oryzias_latipes	83.333	6	1	0	4	9	154	159	47	15.8
Callithrix_jacchus	Stegastes_partitus	53.333	15	6	1	171	185	130	143	48	15.8
Callithrix_jacchus	Poecilia_reticulata	26.087	69	45	3	150	217	27	90	73	15.0
Callithrix_jacchus	Lepisosteus_oculatus	66.667	12	3	1	253	263	142	153	76	15.0
Callithrix_jacchus	Acanthochromis_polyacanthus	31.429	35	18	1	203	237	58	86	83	15.0
Callithrix_jacchus	Danio_rerio	30.000	20	14	0	71	90	127	146	87	15.0
Pan_troglodytes	Pan_troglodytes	100.000	277	0	0	1	277	1	277	0.0	563
Pan_troglodytes	Homo_sapiens	96.751	277	9	0	1	277	1	277	0.0	541
Pan_troglodytes	Nomascus_leucogenys	93.141	277	19	0	1	277	1	277	0.0	518
Pan_troglodytes	Piliocolobus_tephrosceles	88.364	275	30	2	1	275	1	273	2.69e-175	476
Pan_troglodytes	Callithrix_jacchus	83.150	273	46	0	1	273	1	273	6.07e-153	420
Pan_troglodytes	Ursus_maritimus	62.230	278	97	6	1	273	1	275	1.03e-112	318
Pan_troglodytes	Equus_caballus	62.455	277	97	4	1	273	1	274	1.32e-106	302
Pan_troglodytes	Otolemur_garnettii	59.273	275	94	4	1	274	1	258	5.34e-106	300
Pan_troglodytes	Mustela_putorius	58.123	277	111	3	1	273	1	276	4.46e-105	298
Pan_troglodytes	Marmota_marmota	59.636	275	105	4	1	275	1	269	1.58e-100	286
Pan_troglodytes	Panthera_tigris	59.712	278	105	5	1	273	1	276	2.25e-99	284
Pan_troglodytes	Vulpes_vulpes	59.623	265	102	4	1	261	1	264	1.05e-98	282
Pan_troglodytes	Bos_taurus	56.929	267	109	5	1	261	1	267	4.63e-88	255
Pan_troglodytes	Castor_canadensis	54.779	272	105	8	1	270	1	256	4.97e-79	231
Pan_troglodytes	Mus_musculus	40.000	275	120	10	1	273	1	232	1.88e-40	132
Pan_troglodytes	Chrysemys_picta	28.682	129	78	6	141	256	510	637	6.16e-05	34.7
Pan_troglodytes	Chrysemys_picta	27.778	36	26	0	239	274	100	135	1.4	20.8
Pan_troglodytes	Chrysemys_picta	33.333	24	16	0	248	271	193	216	2.6	20.0
Pan_troglodytes	Chrysemys_picta	37.500	16	10	0	248	263	81	96	6.4	18.5
Pan_troglodytes	Chrysemys_picta	71.429	7	2	0	197	203	260	266	12	17.7
Pan_troglodytes	Chelonia_mydas	28.148	135	75	7	127	248	480	605	0.037	25.8
Pan_troglodytes	Chelonia_mydas	31.915	47	26	2	56	96	122	168	0.72	21.6
Pan_troglodytes	Chelonia_mydas	27.778	36	26	0	239	274	100	135	1.8	20.4
Pan_troglodytes	Chelonia_mydas	33.333	24	16	0	248	271	193	216	2.6	20.0
Pan_troglodytes	Chelonia_mydas	37.500	16	10	0	248	263	81	96	4.1	19.2
Pan_troglodytes	Chelonia_mydas	30.952	42	27	1	83	122	543	584	24	16.5
Pan_troglodytes	Chelonia_mydas	57.143	7	3	0	197	203	260	266	41	16.2
Pan_troglodytes	Terrapene_carolina	27.778	36	26	0	239	274	100	135	1.4	20.8
Pan_troglodytes	Terrapene_carolina	33.333	24	16	0	248	271	165	188	2.6	20.0
Pan_troglodytes	Terrapene_carolina	37.500	16	10	0	248	263	81	96	6.1	18.5
Pan_troglodytes	Terrapene_carolina	24.912	285	161	13	1	248	296	564	7.2	18.5
Pan_troglodytes	Pelodiscus_sinensis	27.660	47	33	1	1	46	373	419	1.6	20.4
Pan_troglodytes	Pelodiscus_sinensis	27.778	36	26	0	239	274	150	185	2.4	20.0
Pan_troglodytes	Pelodiscus_sinensis	33.333	24	16	0	248	271	243	266	2.7	19.6
Pan_troglodytes	Pelodiscus_sinensis	41.667	12	7	0	92	103	94	105	7.6	18.5
Pan_troglodytes	Pelodiscus_sinensis	37.500	16	10	0	248	263	131	146	9.6	18.1
Pan_troglodytes	Pelodiscus_sinensis	41.176	17	10	0	254	270	61	77	69	15.4
Pan_troglodytes	Oreochromis_niloticus	50.000	22	10	1	150	171	25	45	1.8	20.0
Pan_troglodytes	Oreochromis_niloticus	35.294	34	20	1	167	198	22	55	7.8	18.1
Pan_troglodytes	Alligator_sinensis	27.778	36	26	0	239	274	119	154	2.2	20.0
Pan_troglodytes	Alligator_sinensis	33.333	24	16	0	248	271	212	235	2.9	19.6
Pan_troglodytes	Alligator_sinensis	34.091	44	23	2	83	122	467	508	6.1	18.5
Pan_troglodytes	Alligator_sinensis	33.333	27	18	0	7	33	310	336	6.4	18.5
Pan_troglodytes	Alligator_sinensis	37.500	16	10	0	248	263	100	115	19	16.9
Pan_troglodytes	Alligator_sinensis	28.788	66	45	1	199	264	25	88	43	15.8
Pan_troglodytes	Crocodylus_porosus	33.333	39	19	2	138	175	143	175	8.1	18.1
Pan_troglodytes	Crocodylus_porosus	40.000	20	11	1	64	82	128	147	24	16.5
Pan_troglodytes	Crocodylus_porosus	21.250	80	37	3	153	221	136	200	58	15.4
Pan_troglodytes	Haplochromis_burtoni	45.455	22	11	1	150	171	25	45	8.2	18.1
Pan_troglodytes	Pundamilia_nyererei	45.455	22	11	1	150	171	25	45	8.8	18.1
Pan_troglodytes	Aquila_chrysaetos	30.769	26	18	0	146	171	37	62	8.9	17.7
Pan_troglodytes	Aquila_chrysaetos	46.667	15	8	0	161	175	101	115	19	16.9
Pan_troglodytes	Maylandia_zebra	45.455	22	11	1	150	171	25	45	9.1	18.1
Pan_troglodytes	Kryptolebias_marmoratus	33.333	27	10	2	53	71	55	81	15	17.3
Pan_troglodytes	Latimeria_chalumnae	29.825	57	15	2	14	54	162	209	17	16.9
Pan_troglodytes	Latimeria_chalumnae	42.857	21	12	0	1	21	1	21	23	16.5
Pan_troglodytes	Fundulus_heteroclitus	27.273	33	24	0	107	139	101	133	24	16.5
Pan_troglodytes	Apteryx_rowi	30.952	42	21	2	55	93	67	103	36	16.2
Pan_troglodytes	Apteryx_rowi	34.783	23	13	1	58	80	2	22	46	15.8
Pan_troglodytes	Stegastes_partitus	31.579	19	13	0	56	74	24	42	40	15.8
Pan_troglodytes	Stegastes_partitus	55.556	9	4	0	171	179	130	138	89	15.0
Pan_troglodytes	Oryzias_latipes	83.333	6	1	0	4	9	154	159	44	15.8
Pan_troglodytes	Rhinatrema_bivittatum	38.462	26	15	1	62	87	30	54	49	15.8
Pan_troglodytes	Paramormyrops_kingsleyae	28.846	52	32	2	62	109	10	60	68	15.0
Pan_troglodytes	Cynoglossus_semilaevis	24.074	54	35	1	78	131	147	194	75	15.0
Pan_troglodytes	Danio_rerio	26.471	34	24	1	58	90	113	146	80	15.0
Apteryx_rowi	Apteryx_rowi	100.000	210	0	0	1	210	1	210	4.61e-149	404
Apteryx_rowi	Crocodylus_porosus	40.845	213	110	6	1	204	1	206	1.08e-34	115
Apteryx_rowi	Crocodylus_porosus	37.500	32	18	1	105	134	197	228	55	15.0
Apteryx_rowi	Aquila_chrysaetos	45.312	192	74	7	2	188	10	175	3.58e-32	107
Apteryx_rowi	Terrapene_carolina	40.659	182	91	6	1	168	296	474	3.33e-26	96.3
Apteryx_rowi	Chelonia_mydas	40.110	182	92	6	1	168	337	515	4.02e-25	93.2
Apteryx_rowi	Chrysemys_picta	39.560	182	93	6	1	168	361	539	1.36e-24	91.7
Apteryx_rowi	Pelodiscus_sinensis	35.294	187	87	7	1	168	373	544	1.64e-20	80.1
Apteryx_rowi	Pelodiscus_sinensis	66.667	9	3	0	143	151	34	42	7.1	18.1
Apteryx_rowi	Pelodiscus_sinensis	25.000	68	50	1	130	196	31	98	21	16.5
Apteryx_rowi	Alligator_sinensis	46.429	112	52	3	11	116	314	423	9.81e-20	77.8
Apteryx_rowi	Alligator_sinensis	25.000	76	46	2	21	87	426	499	21	16.5
Apteryx_rowi	Alligator_sinensis	50.000	8	4	0	142	149	291	298	46	15.4
Apteryx_rowi	Rhinatrema_bivittatum	37.500	72	45	0	41	112	43	114	9.05e-12	53.9
