Anabas_testudineus	Mustela_putorius	21.687	83	65	0	198	280	1	83	2.99E-05	35
Mustela_putorius	Anabas_testudineus	21.687	83	65	0	1	83	198	280	3.09E-05	35
Kryptolebias_marmoratus	Cynoglossus_semilaevis	22.414	58	45	0	1	58	226	283	5.1	18.9
Cynoglossus_semilaevis	Kryptolebias_marmoratus	22.414	58	45	0	226	283	1	58	5.5	18.9
Pan_troglodytes	Anabas_testudineus	22.892	83	64	0	1	83	198	280	5.27E-06	37.7
Anabas_testudineus	Castor_canadensis	22.892	83	64	0	198	280	1	83	1.22E-05	36.6
Anabas_testudineus	Panthera_tigris	22.892	83	64	0	198	280	1	83	1.03E-05	36.6
Anabas_testudineus	Equus_caballus	22.892	83	64	0	198	280	1	83	1.02E-05	36.6
Anabas_testudineus	Ursus_maritimus	22.892	83	64	0	198	280	1	83	1.04E-05	36.6
Anabas_testudineus	Homo_sapiens	22.892	83	64	0	198	280	1	83	5.1E-06	37.7
Anabas_testudineus	Pan_troglodytes	22.892	83	64	0	198	280	1	83	5.1E-06	37.7
Anabas_testudineus	Otolemur_garnettii	22.892	83	64	0	198	280	1	83	1.03E-05	36.6
Anabas_testudineus	Piliocolobus_tephrosceles	22.892	83	64	0	198	280	1	83	4.97E-06	37.7
Anabas_testudineus	Nomascus_leucogenys	22.892	83	64	0	198	280	1	83	4.92E-06	37.7
Anabas_testudineus	Marmota_marmota	22.892	83	64	0	198	280	1	83	1.11E-05	36.6
Homo_sapiens	Anabas_testudineus	22.892	83	64	0	1	83	198	280	5.27E-06	37.7
Nomascus_leucogenys	Anabas_testudineus	22.892	83	64	0	1	83	198	280	5.08E-06	37.7
Piliocolobus_tephrosceles	Anabas_testudineus	22.892	83	64	0	1	83	198	280	5.13E-06	37.7
Otolemur_garnettii	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.06E-05	36.6
Ursus_maritimus	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.07E-05	36.6
Panthera_tigris	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.06E-05	36.6
Equus_caballus	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.05E-05	36.6
Marmota_marmota	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.14E-05	36.6
Castor_canadensis	Anabas_testudineus	22.892	83	64	0	1	83	198	280	1.26E-05	36.6
Mus_musculus	Cynoglossus_semilaevis	23.423	111	57	1	1	83	170	280	1.14E-07	42.7
Cynoglossus_semilaevis	Mus_musculus	24.096	83	63	0	198	280	1	83	7.31E-06	37.4
Cyprinodon_variegatus	Aquila_chrysaetos	25.316	79	59	0	202	280	5	83	1.74E-05	35.8
Aquila_chrysaetos	Cyprinodon_variegatus	25.316	79	59	0	5	83	202	280	1.73E-05	35.8
Kryptolebias_marmoratus	Aquila_chrysaetos	25.333	75	56	0	202	276	5	79	3.57E-05	35
Aquila_chrysaetos	Kryptolebias_marmoratus	25.333	75	56	0	5	79	202	276	3.6E-05	35
Apteryx_rowi	Danio_rerio	25.926	27	20	0	1	27	254	280	1.7	20.4
Terrapene_carolina	Danio_rerio	25.926	27	20	0	1	27	254	280	3.7	19.6
Chrysemys_picta	Danio_rerio	25.926	27	20	0	1	27	254	280	3.7	19.6
Chelonia_mydas	Danio_rerio	25.926	27	20	0	1	27	254	280	3.7	19.6
Pelodiscus_sinensis	Danio_rerio	25.926	27	20	0	1	27	254	280	3.8	19.6
Alligator_sinensis	Danio_rerio	25.926	27	20	0	1	27	254	280	3.5	19.6
Crocodylus_porosus	Danio_rerio	25.926	27	20	0	1	27	254	280	3.5	19.6
Danio_rerio	Chelonia_mydas	25.926	27	20	0	254	280	1	27	3.3	19.6
Danio_rerio	Chrysemys_picta	25.926	27	20	0	254	280	1	27	3.3	19.6
Danio_rerio	Terrapene_carolina	25.926	27	20	0	254	280	1	27	3.3	19.6
Danio_rerio	Pelodiscus_sinensis	25.926	27	20	0	254	280	1	27	3.4	19.6
Danio_rerio	Crocodylus_porosus	25.926	27	20	0	254	280	1	27	3.1	19.6
Danio_rerio	Alligator_sinensis	25.926	27	20	0	254	280	1	27	3.1	19.6
